observation_id,ground_truth_val
1016362949,40717
1012605377,6972
1003784366,13572
1011704339,41498
1018545050,31919
1003486385,2620
1016877444,24415
1020065793,17564
1009511157,15231
1013246282,35162
1003257134,9905
1001590591,47270
1017026524,37262
1012620659,11947
1005745163,56478
1018398089,7808
1008418285,44081
1005218720,15887
1018876313,11804
1012574131,23692
1012194541,10848
1012654963,9025
1003827834,27028
1001594326,27570
1012605540,16688
1003748373,15268
1017125288,29787
1003183835,30429
1009400453,28789
1018983628,30583
1012027544,5283
1011423192,27393
1009253083,30583
1017035941,37262
1010566234,45536
1017097982,52515
1019930151,45846
1011683762,10197
1007333514,47357
1015196006,38534
1014807735,2093
1004025927,23053
1018686733,13280
1005386924,13572
1012979942,31278
1003899967,3290
1018848403,55676
1015126968,8239
1010672388,48987
1001202794,21360
1002792218,4584
1017104639,11924
1017453551,33437
1008742468,18817
1011989058,29395
1008625727,43355
1007178979,15757
1009504664,44532
1001594806,5270
1012194534,23524
1012600980,23053
1010986852,6259
1002602031,4226
1001850826,42200
1009441184,46304
1011900448,7807
1004278359,10640
1003228763,15231
1011669084,23434
1001603358,11313
1016852219,21188
1003777624,38222
1008691200,12779
1017056119,35170
1003755233,41378
1004897477,29444
1004902013,7690
1010068358,21160
1003687969,17414
1010675315,18063
1017767544,40815
1009450673,1786
1013568281,2151
1006601103,48990
1008566099,15995
1002597729,23759
1002962354,38371
1009195425,31777
1011691617,12979
1015429940,12376
1019333069,56043
1016588727,12779
1002864790,10894
1003727601,56070
1017502510,8594
1002597123,7130
1012619304,30870
1009596196,24939
1012093782,46304
1004526770,412
1012903591,37099
1010043697,30851
1014153896,47658
1004937539,47401
1010128434,3290
1002219830,30583
1016195662,19820
1003774876,39301
1013713388,1569
1004763306,56042
1005581601,47778
1004174484,52311
1009521436,4534
1019008744,47584
1012617166,35371
1018353890,9085
1017259553,29678
1013533938,32246
1015465873,21041
1009702805,56378
1008611645,21041
1013595807,53433
1012612696,55642
1012695004,655
1010531347,36934
1004771518,7155
1002792185,7394
1012525835,46446
1011848365,881
1002602765,14481
1007881839,30851
1012848278,43271
1004848105,26006
1017968073,10774
1015580997,29444
1004546616,1251
1017419228,23930
1009896282,31662
1009570419,33733
1012433188,31791
1017498938,55298
1003769512,40359
1013558111,31691
1009530127,25305
1009424306,52352
1013651104,55679
1008880034,40630
1002695128,8448
1004104003,54765
1004511225,28537
1015194846,15716
1012617157,33596
1004882369,31919
1006312066,7812
1004061574,28648
1012275018,17002
1008217309,23545
1012620597,21517
1003562757,7443
1001607854,15989
1008444553,46564
1015663378,23889
1001601629,1982
1004540901,29695
1009098241,55298
1010128347,29485
1017235835,15184
1013495617,54765
1009276315,43822
1014504312,16648
1009471052,19761
1006722552,30431
1002956869,1627
1011027112,49302
1008737621,56224
1009744744,40798
1007158692,44431
1009079225,5698
1017802946,21959
1003301931,47720
1003700246,25965
1012465163,44043
1013567965,41378
1004931386,20532
1019008472,25499
1003787984,29153
1001594955,29485
1009056204,21016
1013568056,3290
1001767383,47186
1004892322,45885
1019390216,37376
1010139682,33814
1016490123,6878
1003901379,44436
1003325948,9153
1009895032,22542
1018538559,43282
1004219095,50332
1013564599,15768
1013274748,36779
1004942663,5016
1004118155,31774
1015569069,33689
1019694590,19491
1016767301,37347
1002928782,12229
1003529085,36109
1002792333,23889
1012974695,35160
1017106852,56247
1008762209,22456
1010613384,28450
1020020674,5283
1003742223,9304
1009838383,15231
1019538982,5330
1011041324,47201
1001591038,56123
1006097819,37089
1018354032,43271
1010956444,40030
1009596117,53423
1001059938,8939
1011684324,55280
1017518066,41528
1018757422,46868
1003479483,38716
1018881005,26003
1004085854,53922
1004812935,11705
1003742402,54765
1016761210,9388
1003184078,4732
1011816947,12376
1003837454,1627
1005506407,25965
1005270596,21816
1005546306,31919
1009749868,47201
1008690894,55897
1019016142,31686
1004133920,35987
1003402435,9905
1005075081,18249
1016852535,18015
1003871600,4030
1003965760,10588
1009868124,51096
1012014735,44752
1002456142,42185
1014752025,13589
1001604570,44636
1019680838,51456
1009002434,21016
1004860173,19473
1016686263,51634
1018767826,46967
1013768335,43323
1016308619,55923
1003723857,13271
1008502503,32080
1008476349,50977
1012612669,23847
1017056094,10934
1008603960,14215
1011835767,39861
1015236794,46860
1012210745,23415
1016246420,41254
1008886003,44206
1003822913,23673
1013193175,48137
1003701097,9304
1003673516,49565
1020114866,25742
1014835343,33732
1002487035,46259
1004977707,20326
1010509570,27537
1009823151,22542
1009089083,38968
1018017564,15371
1003596812,14207
1002929240,12376
1003854760,21160
1009110759,21016
1001785979,25965
1017109687,35162
1003864680,45060
1019345845,40816
1003861864,3004
1005532666,14471
1011637281,6320
1012467830,56142
1009826945,26006
1002461468,23889
1002396783,44982
1001599994,30310
1008589377,13581
1016753359,43291
1003235307,15995
1009867985,5488
1013100201,36949
1011987631,33817
1018759003,43337
1019694549,18754
1009471082,40299
1003229612,4878
1003183992,36023
1003792173,21188
1003880395,29472
1017226756,18063
1019317907,10814
1008272548,21629
1018814891,20210
1004892315,32770
1012874306,29676
1006936491,16611
1018044929,21212
1006211014,3805
1009507685,49565
1002607366,55855
1001602408,4486
1003703917,10102
1007655665,45769
1010386115,21160
1011663443,52882
1009387031,20682
1009931739,26342
1015566818,8689
1011497555,24356
1004821732,32743
1002208093,4147
1011699367,47107
1010783819,54411
1019329584,15995
1008458969,15989
1012620414,55940
1012263590,27570
1012514377,40986
1012443010,48352
1012139157,48645
1003615834,373
1003890599,28491
1003479521,44636
1004887522,44944
1003965807,36075
1012945745,44047
1003748449,9905
1004182685,20261
1014281363,44457
1009624915,3805
1010507338,14756
1020105273,33814
1010205584,5083
1011019871,39324
1012608002,46223
1013569564,55679
1019090276,44599
1009904954,11863
1011134475,39725
1009194924,53021
1011785031,47577
1009508413,23694
1001201725,11924
1017361249,46572
1002708345,8689
1012903467,29479
1011971895,13731
1017056331,23317
1012333828,6999
1019680463,4639
1005218569,14224
1002981429,21816
1012463852,44591
1009741145,40031
1011602113,5844
1014591728,23510
1002792205,12229
1003615802,32190
1008430027,20300
1019253063,30811
1013216805,37551
1009589411,4878
1013768436,28772
1008483289,12779
1005036818,11917
1008742681,31919
1003871576,30870
1013596062,10640
1003911635,31777
1017135466,48872
1011911550,54768
1002940176,22532
1012412199,23692
1012602131,23045
1003869081,33733
1018148090,23889
1006329201,55552
1001605744,47400
1003880827,1982
1003959142,55679
1004764923,51025
1001604425,31489
1006166549,48991
1001592766,29485
1013693342,40626
1015957124,5283
1012467856,3290
1007330898,35854
1001604774,5283
1016296296,8729
1011381201,14224
1009531668,9025
1004843346,38535
1018896982,55855
1003826575,31711
1015548562,21041
1015929923,50977
1009803974,35538
1014727397,483
1009749353,14306
1017535389,47400
1001601793,44377
1013374066,23403
1010535070,48987
1002660004,9153
1001598555,7443
1004524607,9074
1001598120,25775
1016935447,10954
1000691530,23456
1015136910,21816
1002792117,13589
1013568254,3805
1003909881,426
1003714568,21016
1003637490,44532
1011738004,9886
1008556084,29444
1002955725,44377
1010661666,2151
1009826821,44636
1010436013,11705
1003908241,1692
1008021885,23894
1012462512,55552
1003948787,46221
1008100473,23892
1010002916,48826
1011671086,2808
1018859213,29699
1008693402,26919
1008475676,8729
1004043572,54768
1009258554,54267
1015911746,40630
1011590079,2215
1013714022,7151
1009434532,9066
1002714014,28491
1015570555,11197
1002081292,23683
1004375624,16116
1003862591,9458
1017106443,20532
1019199459,50036
1006465015,37105
1009511437,4147
1003821946,4030
1014747873,24244
1004175411,48659
1013503938,51629
1002842687,17414
1003624503,29485
1007935367,41463
1016832907,51096
1004374874,13870
1014945004,34261
1009803989,48016
1010066323,36940
1020057455,12796
1005581594,47778
1009511711,44250
1004887323,22787
1011571025,47275
1012389531,5330
1016308376,44431
1010219352,47201
1009507703,11327
1003730752,42537
1019336609,47663
1001605542,35537
1012382058,417
1017094266,47102
1015277943,25729
1014253635,47644
1012461839,1692
1003859771,1116
1018400178,31514
1016507857,26529
1003776705,1982
1012487950,35267
1003208867,27028
1004506147,26318
1002792184,24356
1004892332,29530
1008588227,32380
1004066339,42200
1004033360,7921
1002373370,36541
